,Document_No,Dominant_Topic_1,Topic_Keywords_1,Question,Avg_J,Avg_SD,Avg_C
33,33,29,"hash, table, function, number, bucket, find, use, close, step, insert","Consider a closed hashtable H with linear probing. Suppose we want to store up to 900 items in H, and we want theaverageamount of steps to find any item to be less than 2.By considering the loadL, what is the smallest (whole) number of buckets H can have?
",0.1251904548870374,0.21403272890503236,0.2326374525981344
34,34,25,"none, option, select, avoid, andcomplexity, formation, skew, technique, collision, design","There are many methods to consider when designing an algorithm. Please select the option that is not a proper design technique.
",0.06756756756756757,0.11904761904761904,0.11904761904761904
35,35,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Of the following sorting algorithms, which one has equivalent Best, Worst and Average time complexitiesandis not unstable?(For example, Selection Sort has a Best, Worst and Average time complexity of n^2. It is also stable, and thus would be a correct answer if it were there.)
",0.11762079066936,0.2063764955757578,0.2249807235226366
36,36,45,"list, link, array, follow, middle, insert, faster, would, add, singly","Of the following processes, which data structure (Singly Linked Lists or Arrays) can complete the following tasks described faster:Task 1: Getting to the 1000th item in the data structure.Task 2: Inserting a new item at the front of the data structure.Task 2: Removing an item from the middle of the data structure.Example: An answer of [LL : A : LL] would imply that the Linked List performed task 1 fastest, the Array performed task 2 fastest, and the Linked List performed task 3 fastest.(Not the correct answer).
",0.06501152019259086,0.11872770709812124,0.15214088345957605
37,37,6,"run, second, long, implementation, likely, record, awhich, definitely, refer, instruction","Calculate given that . (Hint: Use the fact that [x^p= x mod p] when p is prime).
",0.023252911509939522,0.04458155355165322,0.0462051412440592
38,38,0,"type, point, traverse, coordinate, interface, group, happen, route, various, authority","What isDijkstra's algorithm?
",0.10469426406926406,0.17978524743230626,0.1940468467417276
39,39,0,"type, point, traverse, coordinate, interface, group, happen, route, various, authority","What isDijkstra's algorithm?
",0.10469426406926406,0.17978524743230626,0.1940468467417276
40,40,7,"comparison, show, skiplist, factory, memory, resource, exactly, respectively, certain, produce","Bob decides to run three sorting algorithms in a row, named a, b and c respectively. Given n = 16, which of these functions would takes the largest number of comparisons assuming the data begins in a ""worst case"" situation (2019 week 7a slide 5)
",0.0800525985555422,0.1467679861122484,0.1595369139661073
41,41,59,"int, while, return, integer, problem, random, count, sum, birthday, test","Consider the following problem:Given an array of integers, find the maximum product of two integers in the array. For example, consider the array [ -10, -3, 5, 6 , -2 ]. The maximum product is formed by either the (-10, 3) or (5, 6) pair.What is the complexity of the most efficient algorithm that solves this problem?
",0.056845739262183954,0.10707525688708655,0.11682973727821896
42,42,26,"result, body, num, sequence, many, positive, preform, operator, dosomethe, note","Consider an unordered complete binary tree containing all letters from A to G. Knowing that a preorder traversal of the tree results in the sequence [ B, G, C, D, A, E, F ] and a postorder traversal results in the sequence [C, D, G, E, F, A, B ], what results from an inorder traversal?
",0.06658927817644575,0.124860853432282,0.12550584206533863
43,43,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Using an ascending order merge sort, which of these inputs requires the highest possible number of comparisons?
",0.08882934794313595,0.15834531532250062,0.1637227799296035
44,44,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is the maximum height of a perfectly balanced search tree of size n (2019 Lecture 8a slide 28)
",0.09375026056309212,0.16682805814445412,0.17922730929932967
45,45,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","A bubble sort algorithm takes 2ms to sort a list of 100 elements. How long should it take to sort 100000 (105) elements?
",0.08112670732937126,0.14559880832950983,0.1505088006245184
46,46,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What order would the elements of the following tree be processed in aPost Order Traversal? 5 / \ 3 7 / / \ 2 6 9
",0.09641086353249931,0.17096628260500518,0.18298283825773434
47,47,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is the maximum possible number of elements in a binary tree of depth 7?
",0.1017108664730029,0.17922318579631993,0.1910326809129165
48,48,29,"hash, table, function, number, bucket, find, use, close, step, insert","How many different insertion sequences of the key values, using the hash function h(k)=k mod 10, will result in the closed hash table with linear probing given below?
",0.12269478808323878,0.21130628595408285,0.22778034585604442
49,49,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Select the correct definition for a full binary tree.
",0.09890653726008587,0.1746269901961468,0.18630159234673235
50,50,45,"list, link, array, follow, middle, insert, faster, would, add, singly","Which one of the List has the quickest average run time for insert() if n >= 1000;
",0.06930327800769154,0.12672541446295282,0.14601573268021587
51,51,38,"right, leave, choose, partition, subtree, requirement, differ, left, imagine, static","Imagine you are sorting a bookshelf. As you are a conscientious computer scientist, you know better than to use the bubble sort algorithm. However, you are also very tired and don't want to implement a much more complex algorithm. You decide to sort the books by doing one pass from left to right using bubble sort to find the last book, and then another pass from right to left, again using bubble sort, to find the first book. Is this actually faster than doing a simple bubble sort?
",0.035561140680874494,0.06703175903175904,0.08901208096243242
52,52,42,"good, fastest, nlog, calculate, amortise, worst, car, cost, dealership, factory","Use Fermat's little theorem (specifically xp = x (mod p) where p is prime, Week 11b 2019, slide 12)to calculate 360% 29.
",0.02173694343118522,0.04220720585384127,0.046534971907328554
53,53,53,"need, company, for, real, system, large, tell, entry, priority, find","You have been hired by the Housing Opportunities of Northern Delaware Association to create a system which allows them to keep track of which addresses they currently have available. They have spent many decades supporting the people of the area in finding the perfect home, but have recently began to fall behind newer tech-based companies, and are determined to catch up and ensure they provide the highest quality service they can.The system is required to have the following qualities:- It must be quick to search for a given address, to find whether or not it is currently stored in the system, and to access its details. Speed is more important than space used, to ensure users are not left waiting for too long while the system runs.- It should be easy to add new addresses to the system as they become available, and to remove them once they are taken off the market.- The data does not need to be sorted, as employees personally work with each customer to recommend different homes, and so will be searching for entries directly.- You have only a rough estimate of how many addresses will need to be stored at a given time, and the number tends to vary by a large margin throughout the year due to seasonal buyers.Which data structure should you implement in the new system?
",0.1179852802064285,0.20722301926685097,0.22845589540442016
54,54,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","How many cases are there when we are removing a node from a binary search tree?
",0.09428003139280453,0.16680127652720073,0.17775220062286182
55,55,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","How many nodes are accessed during a breadth-first search for the number 11 in the following tree:
",0.09355355135623819,0.165804670859507,0.17634814364463422
56,56,8,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","Which of the following data structures has a worst case space complexity of O(n log n)?
",0.23642180133864454,0.36467883323988254,0.37281378185389513
57,57,1,"order, consider, runtime, input, size, constant, post, function, print, correct","Which one of the following sorting algorithms order is the correct descending order in term of best run time if n >= 100?
",0.1101036725403803,0.19625446168985963,0.20695762991558098
58,58,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Dijkstra algorithm is a example of which of the following type of algorithm
",0.12565724489382252,0.21869488936884748,0.23535020486939623
59,59,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Pre-Order traversal on the following tree will give which output? 9 / \ 6 15 / \ \ 1 8 21 / \ 7 25
",0.09232407441082434,0.16348072034087363,0.17361158623616568
60,60,12,"datum, structure, item, remove, data, implement, add, fast, follow, make","Which of the following data structures has the slowest average time complexity for inserting an item?
",0.10047314109268049,0.17389789376422102,0.18688481100959442
61,61,11,"search, binary, list, name, find, however, average, skip, suppose, interpolation","What is the average and worst case search time for a given element in a skip list?
",0.14798070339417482,0.24763009619565898,0.26217741885976936
62,62,29,"hash, table, function, number, bucket, find, use, close, step, insert","I am using the hash function H(x) = x % 7 to add functions to an open hash table. This hash table itself is indexed 0 to 6 and stores pointers to the head elements of singly linked lists which store the values added to the hash table.After the following elements are inserted (in the order they are written), how many values are stored in the linked lists that are pointed to by index 0 and index 6 respectively? (Please note that the head pointer does NOT count as a value stored)Values to add to the hash table: 49, 22, 36, 135, 48, 73, 209, 105, 1042, 591, 5, 256.
",0.1146157780428181,0.19877291018743973,0.2183009807634589
63,63,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","Take the following pseudocode for sorting books by height on a shelf:void sort(shelf of N books){ for i = 1 to N { find the smallest book between slots i and N swap this smallest book with book i; }}Which type of sort has occurred?
",0.07919174789509738,0.14316654087851982,0.15066074452801764
64,64,29,"hash, table, function, number, bucket, find, use, close, step, insert","The load factor for a hash table is:
",0.10790888193770708,0.18775515941167792,0.2085375467020906
65,65,7,"comparison, show, skiplist, factory, memory, resource, exactly, respectively, certain, produce","Which Data Structure best suits this description of a graph,and what is it's asymptotic memory usage?few vertices and many edges (dense)
",0.06432063239563363,0.11961271838932713,0.12773534843123246
66,66,34,"log, base, become, function, faster, sufficiently, purple, yellow, green, orange","Which of the following hashing techniques is based on randomisation?
",0.06666666666666667,0.125,0.13483997249264842
67,67,12,"datum, structure, item, remove, data, implement, add, fast, follow, make","Which method of tree traversal will produce reverse polish notation (RPN) from a tree made of operations and numbers?
",0.0881238963478089,0.15517906487133487,0.1659077488324341
68,68,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which two sorting algorithms have a best (O), average (?), and worst-case (O) time complexity of n(log(n))?
",0.12897845909389186,0.22333471300349428,0.23906943978038458
69,69,23,"create, deletion, state, shell, allow, record, surgery, logn, fast, must","You have been hired by a surgery to create a system that can hold patient records. The surgery is extremely busy, so retrieving records must be as fast as possible. The surgery has stated that the previous system allowed them to sort records, but this feature was no longer required. As many patients join and leave, insertion and deletion must both be very fast.
",0.03229166666666667,0.061850629507395186,0.06653316009769497
70,70,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Analyse the sorting algorithm belowvoid sort(int arr[]){ int n = arr.length; for (int i = 0; i < n-1; i++) { int min_idx = i; for (int j = i+1; j < n; j++) if (arr[j] < arr[min_idx]) min_idx = j; int temp = arr[min_idx]; arr[min_idx] = arr[i]; arr[i] = temp;}State the name of the algorithm, the worst complexity, average complexity and best complexity
",0.09830956130962909,0.17281601383077652,0.189118287343224
71,71,4,"store, must, number, able, book, like, quickly, application, product, could","Emma likes to organise her book collection alphabetically. When she goes away to Uni, her mother buys a few books for her every month.However, she doesn't stick to Emma's system and just slides the books wherever it's more convenient. She doesn't rearrange the existing books.When Emma comes home on vacation, she wants to sort her books back into alphabetical order.What's the fastest algorithm that Emma could use?
",0.06040572149428286,0.1117656896557086,0.12632097250349966
72,72,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","A shell sort where h=1 is equivalent to which other sort?
",0.11750734692207088,0.20411727573723176,0.21815266724164628
73,73,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following search algorithms is fastest if the dataset is already sorted?
",0.12737565696386918,0.21804565666176412,0.23143452774394846
74,74,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is the output of pre-order traversal on this tree?
",0.09525776099943739,0.16772395482365723,0.1781110612567356
75,75,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Consider the following binary tree:What would be the outcome of printing each node via in-order traversal?
",0.09555194609979435,0.1682370854331837,0.17840434639355926
76,76,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","If you perform a bubble sort on the list:62, 90, 14, 43, 54, 94, 18, 74, 3, 49How many swaps will have been carried out after the 5th pass?
",0.07477085895761884,0.13587522537394653,0.14273430037373327
77,77,29,"hash, table, function, number, bucket, find, use, close, step, insert","Given the hash function of % 11 into an open hashing table, which item will take the most comparisons to find if the following items are added using the given hashing function?11, 17, 32, 132, 4, 9, 100, 34, 25, 98, 165, 77, 40.
",0.10562958960028328,0.18466408855104696,0.20390091349589026
78,78,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which two sorting algorithms have a best case time complexity of O(n)
",0.13234980446810166,0.2253480891833327,0.23801505011932947
79,79,29,"hash, table, function, number, bucket, find, use, close, step, insert","Consider you are implementing a hash table with 200 possible buckets, and intend to add a maximum of 150 keys to the table.The hash table is closed and uses linear probing.What is the average number of steps taken to insert/find an item in this hash table?
",0.11213424060530196,0.19463439198442986,0.21365978668197375
80,80,41,"sort, take, use, selection, many, order, would, bubble, quick, ascend","The result of each pass of a sorting algorithm is shown below:Initial list: 3 4 2 1 7 5 8 61st pass: 2 1 3 4 7 5 8 62nd pass: 1 2 3 4 7 5 8 63rd pass: 1 2 3 4 5 6 7 84th pass: 1 2 3 4 5 6 7 8Which sorting algorithm was used?
",0.06746355493548573,0.12309611000627281,0.13075559450913754
81,81,12,"datum, structure, item, remove, data, implement, add, fast, follow, make","Which data structure can be implemented to enable both adding at the beginning and removing at the end to have O(1) complexity?
",0.0918173014861585,0.16251377035495732,0.17407972464118104
82,82,12,"datum, structure, item, remove, data, implement, add, fast, follow, make","Which data structure has nodes, leaves and branches?
",0.0924004326693699,0.1630309551425641,0.17440525916416355
83,83,12,"datum, structure, item, remove, data, implement, add, fast, follow, make","Which data structure is a degenerate binary tree most similar to?
",0.09249782904642115,0.16338903086567094,0.1743140079617206
84,84,14,"value, operation, perform, similar, expect, many, page, real, note, temp","(529 - x) is divisible by 29, x>0. What is the smallest possible value of x?
",0.0949036646553951,0.16164873069676733,0.1670278054458711
85,85,14,"value, operation, perform, similar, expect, many, page, real, note, temp","(529 - x) is divisible by 29, x>0. What is the smallest possible value of x?
",0.0949036646553951,0.16164873069676733,0.1670278054458711
86,86,0,"type, point, traverse, coordinate, interface, group, happen, route, various, authority","What type of partial order does this represent?(<H) = (=V) ? (<S) ? (=V)
",0.09012383654293049,0.1577700242732441,0.17333464614519617
87,87,40,"node, next, object, previous, doubly, pointer, pointerthe, head, link, contain","This abstract data structure uses nodes to contains its elements, has a pointer that indicates its head, or leading, element (and potentially one to indicate its tail element) and each of its nodes contains a reference to both the node ahead of it and behind it. What is it?
",0.07863442536992413,0.145226581490944,0.16555008424766368
88,88,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Jimmy owns a large selection of vinyl records. He has just inherited more records from his recently deceased mother.His mother had the exact amount of records that Jimmy has, doubling Jimmy's collection.Jimmy has decided that now is a good time to finally sort his collection by arranging the records in alphabetical order, whilst adding the new ones.Jimmy has some preferences when it comes to sorting the collection:- He doesn't have any more space for sorting. He has enough storage for all of the records, no more, no less.- With a large number of items to sort, he wants this done as fast as possible.
",0.09096088243726179,0.16099458007148765,0.18129005195981787
89,89,14,"value, operation, perform, similar, expect, many, page, real, note, temp","If 617 – x is divisible by 17.What is the value of x?
",0.1066798844609379,0.17770431613523874,0.18312886680859264
90,90,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Which of the following statements regarding complexity isnot correct?
",0.24799021304591704,0.37689595111509644,0.387837682896087
91,91,59,"int, while, return, integer, problem, random, count, sum, birthday, test","The following algorithm has time complexity O(f(n))int count = 0;for(int i = 0; i<n; i++){ for(int j = 0; j<(10*n); j++){ count++; } }for(int k = 0; k<n; k++){ count++; }return count;what is f(n)?
",0.08793248207904256,0.15463417659265377,0.16221207188952722
92,92,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Below we see an unbalanced tree. 5 / \ 1 6 \ 4 / 3The tree is balanced with the Right Left case, what is the output if we traverse the newly balanced tree using in order traversal?
",0.09505967075742136,0.1674582522872191,0.17780887554957955
93,93,9,"true, advantage, main, let, off, boolean, follow, prefer, qif, pessimistic","Let the time taken to execute a heap sort be T(n) (where n is the number of elements to be sorted).Which of the following is true?
",0.09975202276303867,0.18035524920466597,0.1997677039908728
94,94,6,"run, second, long, implementation, likely, record, awhich, definitely, refer, instruction","An algorithm of complexity ?(2^n) takes 2 seconds to run at n=4. How long will it take to run at n=10?
",0.08833666521779246,0.15051955401843847,0.15352355362019823
95,95,8,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","What is the worst case time complexity of a heap sort (2019 week 7a slide 5)
",0.2397783070215613,0.3698868442789998,0.3790769368825933
96,96,35,"sort, algorithm, follow, stable, average, best, unstable, would, insertionsort, equal","Which of the following sorting algorithms is unstable and has average time complexityT(n log(n))?
",0.1440065924164929,0.24099169295711365,0.2534393051101174
97,97,59,"int, while, return, integer, problem, random, count, sum, birthday, test","What is the time complexity of the following function:int f(int n){ int count = 0; for(int i = 0; i<=n; i++){ for(int j = i; j>0; i++){ j/=2; count++; } } return count;}
",0.11777305304391364,0.198921036178553,0.20745516323213392
98,98,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Below we see an unbalanced tree. 5 / \ 1 6 \ 4 / 3What is the correct case for balancing and what is the output if we traverse the tree using post order traversal?
",0.09475657900143801,0.16698133584499214,0.17743061242391706
99,99,6,"run, second, long, implementation, likely, record, awhich, definitely, refer, instruction","If an algorithm of order O( sqrt(n) ) takes 4 seconds to run at n = 50, what is the expected time for n = 200?
",0.10286714428916031,0.17652950472680937,0.17962765577439027
100,100,8,"case, bad, quicksort, space, complexity, scenario, teach, cast, bubblesort, exception","Which array function has a worst case time complexity which is higher than its average case?Key:o = objecti = index
",0.21688794299959296,0.3396841599780642,0.34931704047751294
101,101,29,"hash, table, function, number, bucket, find, use, close, step, insert","Consider a closed hash table where h(x) = x% 8 where the index is 0 through 7. When inserting the following data, which value occupies the place indexed 4?27, 145, 87, 45, 23, 56, 79, 135
",0.10971941545386837,0.19116139975371313,0.2091374387997687
102,102,48,"graph, edge, vertex, number, use, undirected, direct, start, ordering, people","What is the result of using a breadth first traversal on this graph, printing every node visited?
",0.07749103383248278,0.14048111687464757,0.16252047638585138
103,103,29,"hash, table, function, number, bucket, find, use, close, step, insert","A closed hash function h(x) = x%13 has slots 0 through to 12. When the elements (2, 55, 4, 26, 11, 14, 37, 30, 43, 40, 44, 6, 23) are inserted into the Hash table, in what slots are 43, 6 and 44 respectively?
",0.10748002989937597,0.1877446152228645,0.20474772353271842
104,104,1,"order, consider, runtime, input, size, constant, post, function, print, correct","Which binary tree is correct for the sequences below?In-order : B, A, D, C, Epre-order : A, B, C, D, E
",0.08350803993429762,0.1514520848334342,0.159381228723897
105,105,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","Which of the following is the correct post-order traversal of the binary tree shown below? 2 / \ 31 14 / \ / \12 7 25 16
",0.09694149135363499,0.17044627539921295,0.1810383582517934
106,106,16,"statement, follow, false, child, rule, position, new, mean, involve, mistake","Consider the following statements about the following functions: , , and .Which one of the following statements is correct?
",0.2263357937003003,0.35056741838549826,0.36436647140944983
107,107,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","What is the average Big Theta time complexity for Quicksort?
",0.10442926772228697,0.1810184633945005,0.2008169942962816
108,108,31,"tree, node, binary, follow, avl, traversal, order, search, number, root","What is considered a maximum height of a perfectly balanced search tree?
",0.09723656926258593,0.17088368782359556,0.18132911576053093
109,109,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Consider the following algorithm with asymptotic time complexity O(f(n)).for (int i=0; i<20*n; i++) for(int j=0; j<n; j++) System.out.println(""A"");for (int i=1; i<n; i++) System.out.println(""B"");What is f(n)?
",0.10550253528736091,0.1838452522392322,0.20114604582237228
110,110,47,"complexity, time, for, give, large, asymptotic, follow, loop, byo, nest","Consider the following algorithm with asymptotic time complexity O(f(n)).for (int i=0; i<20*n; i++) for(int j=0; j<n; j++) System.out.println(""A"");for (int i=1; i<n; i++) System.out.println(""B"");What is f(n)?
",0.10550253528736091,0.1838452522392322,0.20114604582237228
111,111,45,"list, link, array, follow, middle, insert, faster, would, add, singly","What makes an XOR or memory-efficient doubly-linked list different from a standard doubly-linked list?
",0.07236778406461059,0.13124350994273482,0.14611288105625234
112,112,49,"big, theta, notation, omega, exact, estimate, estimation, boundbig, identify, aka","Let , . What is the complexity in big O notation of ?
",0.062449374699374706,0.10968485616812258,0.11060891635986451
113,113,27,"for, follow, int, code, runtime, method, get, correctly, property, class","Which of the following is the pseudo code for insertion sort?
",0.12055982360572906,0.20462623664057267,0.22021035125009206
